property_id,location_id,page_url,property_type,price,price_bin,location,city,province_name,locality,latitude,longitude,baths,area,area_marla,area_sqft,purpose,bedrooms,date_added,year,month,day,agency,agent,image
2311887,9432,https://www.zameen.com/Property/askari_10_askari_10_sector_a_1_kanal_shelter_with_basement_on_main_boulevard_for_sale-2311887-9432-1.html,House,45000000,Very High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.537239,74.420211,6,1 Kanal,20,5445.02,For Sale,5,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
2379549,1511,https://www.zameen.com/Property/lahore_chungi_amar_sadhu_3_marla_double_storey_house_for_sale-2379549-1511-1.html,House,3200000,Low,Chungi Amar Sadhu,Lahore,Punjab,"Chungi Amar Sadhu, Lahore, Punjab",31.450925,74.354287,2,3 Marla,3,816.75,For Sale,3,12/5/2018,2018,12,5,,
2439750,9436,https://www.zameen.com/Property/askari_10_askari_10_sector_e_10_marla_rdi_design_house_available_for_sale-2439750-9436-1.html,House,21200000,High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.536068,74.408666,4,10 Marla,10,2722.51,For Sale,3,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
2439775,9433,https://www.zameen.com/Property/askari_10_askari_10_sector_b_10_marla_integrated_design_main_boulevard_available_for_sale-2439775-9433-1.html,House,23000000,High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.537458,74.413323,5,10 Marla,10,2722.51,For Sale,4,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
2439785,9434,https://www.zameen.com/Property/askari_10_askari_10_sector_c_10_marla_haider_design_is_available_for_sale-2439785-9434-1.html,House,21500000,High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.53327,74.41358,5,10 Marla,10,2722.51,For Sale,4,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
2439790,9435,https://www.zameen.com/Property/askari_10_askari_10_sector_d_10_marla_integrated_design_well_maintained_house_for_sale-2439790-9435-1.html,House,21500000,High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.533161,74.419481,5,10 Marla,10,2722.51,For Sale,4,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
2471472,9433,https://www.zameen.com/Property/askari_10_askari_10_sector_b_one_kanal_house_khalid_designed_main_boulevard_fully_renovated_available_for_sale-2471472-9433-1.html,House,40000000,Very High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.537458,74.413323,6,1 Kanal,20,5445.02,For Sale,5,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
2471478,9435,https://www.zameen.com/Property/askari_10_askari_10_sector_d_10_marla_haider_design_facing_park_available_for_sale-2471478-9435-1.html,House,26000000,High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.533161,74.419481,5,10 Marla,10,2722.51,For Sale,4,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
2510609,9433,https://www.zameen.com/Property/askari_10_askari_10_sector_b_10_marla_younis_design_available_for_sale-2510609-9433-1.html,House,21000000,High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.537458,74.413323,4,10 Marla,10,2722.51,For Sale,4,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
2510625,9434,https://www.zameen.com/Property/askari_10_askari_10_sector_c_10_marla_haider_design_facing_lake_open_view_for_sale-2510625-9434-1.html,House,23000000,High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.53327,74.41358,5,10 Marla,10,2722.51,For Sale,4,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
2510674,9435,https://www.zameen.com/Property/askari_10_askari_10_sector_d_10_marla_tipu_design_available_on_main_boulevard_for_sale-2510674-9435-1.html,House,23000000,High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.533161,74.419481,6,10 Marla,10,2722.51,For Sale,5,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
2747251,3749,https://www.zameen.com/Property/eme_society_eme_society_block_e_house_for_elegant_family_living-2747251-3749-1.html,House,57500000,Very High,EME Society,Lahore,Punjab,"EME Society, Lahore, Punjab",31.439978,74.209685,5,1 Kanal,20,5445.02,For Sale,5,4/3/2019,2019,4,3,Punjaab Estates,Irfan Rehman Khan
2794766,3794,https://www.zameen.com/Property/gor_gor_1_five_star_real_estate_offer_house_for_dignitaries-2794766-3794-1.html,House,620000000,Very High,GOR,Lahore,Punjab,"GOR, Lahore, Punjab",31.543431,74.344225,8,6.5 Kanal,130,35392.63,For Sale,8,5/3/2019,2019,5,3,Punjaab Estates,Irfan Rehman Khan
2801879,1494,https://www.zameen.com/Property/lahore_karim_park_2_5_marla_house_for_sale-2801879-1494-1.html,House,5500000,Low,Karim Park,Lahore,Punjab,"Karim Park, Lahore, Punjab",31.590234,74.300365,3,2.5 Marla,2.5,680.63,For Sale,3,6/11/2019,2019,6,11,,
2821111,154,https://www.zameen.com/Property/gulberg_zafar_ali_road_1_kanal_house_for_sale_in_gulberg_zafar_ali_road_lahore-2821111-154-1.html,House,50000000,Very High,Gulberg,Lahore,Punjab,"Gulberg, Lahore, Punjab",31.53842,74.352357,6,1 Kanal,20,5445.02,For Sale,5,7/3/2019,2019,7,3,Hamza Real Estate,Imran Shahad
2913869,3089,https://www.zameen.com/Property/cantt_ali_park_8_marla_dream_corner_house_for_urgent_for_sale_45_feet_wide_face-2913869-3089-1.html,House,12000000,Medium,Cantt,Lahore,Punjab,"Cantt, Lahore, Punjab",31.49858,74.40927,6,8 Marla,8,2178.01,For Sale,6,12/5/2018,2018,12,5,,
3051476,373,https://www.zameen.com/Property/lahore_valencia_housing_society_a_home_you_desire_to_live-3051476-373-1.html,House,65000000,Very High,Valencia Housing Society,Lahore,Punjab,"Valencia Housing Society, Lahore, Punjab",31.40537,74.257078,0,2 Kanal,40,10890.04,For Sale,0,6/2/2019,2019,6,2,Punjaab Estates,Irfan Rehman Khan
3217881,3852,https://www.zameen.com/Property/gulberg_main_boulevard_gulberg_house_for_sale_ideal_for_mega_multi_billion_project-3217881-3852-1.html,House,1250000000,Very High,Gulberg,Lahore,Punjab,"Gulberg, Lahore, Punjab",31.519435,74.345548,0,8 Kanal,160,43560.16,For Sale,0,2/3/2019,2019,2,3,Punjaab Estates,Irfan Rehman Khan
3222456,893,https://www.zameen.com/Property/lahore_gulshan_e_ravi_22_marla_house_for_sale-3222456-893-1.html,House,42500000,Very High,Gulshan-e-Ravi,Lahore,Punjab,"Gulshan-e-Ravi, Lahore, Punjab",31.551184,74.284058,8,1.1 Kanal,22,5989.52,For Sale,8,4/4/2019,2019,4,4,,
3242351,4280,https://www.zameen.com/Property/valencia_housing_society_valencia_block_h_house_for_sale__best_for_commercial_purposes-3242351-4280-1.html,House,66500000,Very High,Valencia Housing Society,Lahore,Punjab,"Valencia Housing Society, Lahore, Punjab",31.400096,74.259682,0,2 Kanal,40,10890.04,For Sale,0,4/3/2019,2019,4,3,Punjaab Estates,Irfan Rehman Khan
3277952,8444,https://www.zameen.com/Property/al_raheem_garden_al_raheem_garden_phase_4_brand_new_6_marla_corner_fully_covered_house-3277952-8444-1.html,House,12000000,Medium,Al-Raheem Garden,Lahore,Punjab,"Al-Raheem Garden, Lahore, Punjab",31.597234,74.474513,5,6 Marla,6,1633.51,For Sale,5,7/3/2019,2019,7,3,,
3292607,3745,https://www.zameen.com/Property/eme_society_eme_society_block_a_double_storey_house_for_sale_in_eme-3292607-3745-1.html,House,40000000,Very High,EME Society,Lahore,Punjab,"EME Society, Lahore, Punjab",31.437744,74.21349,7,1 Kanal,20,5445.02,For Sale,6,4/4/2019,2019,4,4,,
3341826,3824,https://www.zameen.com/Property/gulberg_gulberg_3_4_kanal_15_marla_old_house_is_available_for_sale_gulberg_3_lahore-3341826-3824-1.html,House,180000000,Very High,Gulberg,Lahore,Punjab,"Gulberg, Lahore, Punjab",31.505678,74.348202,7,4.7 Kanal,94,25591.59,For Sale,5,7/3/2019,2019,7,3,Hamza Real Estate,Imran Shahad
3442797,4349,https://www.zameen.com/Property/lahore_mateen_avenue_house_available_for_sale-3442797-4349-1.html,House,17000000,High,Mateen Avenue,Lahore,Punjab,"Mateen Avenue, Lahore, Punjab",31.441992,74.291389,6,9.7 Marla,9.7,2640.83,For Sale,5,3/5/2019,2019,3,5,,
3463063,3748,https://www.zameen.com/Property/eme_society_eme_society_block_d_21st_century_house_for_sale-3463063-3748-1.html,House,47500000,Very High,EME Society,Lahore,Punjab,"EME Society, Lahore, Punjab",31.434668,74.214005,0,1 Kanal,20,5445.02,For Sale,0,5/3/2019,2019,5,3,Punjaab Estates,Irfan Rehman Khan
3507838,4113,https://www.zameen.com/Property/paragon_city_paragon_city_orchard_block_house_is_available_for_sale-3507838-4113-1.html,House,17000000,High,Paragon City,Lahore,Punjab,"Paragon City, Lahore, Punjab",31.530739,74.456184,5,10 Marla,10,2722.51,For Sale,5,6/11/2019,2019,6,11,Valo Marketing,Nabeel Khalid Ch M Naveed Muhammad Bin Shahid
3541183,8425,https://www.zameen.com/Property/lahore_iep_engineers_town_good_location_double_storey_house_in_iep_engineering_town_on_main_defence_road-3541183-8425-1.html,House,25000000,High,IEP Engineers Town,Lahore,Punjab,"IEP Engineers Town, Lahore, Punjab",31.402513,74.292798,5,18 Marla,18,4900.52,For Sale,4,2/1/2019,2019,2,1,,
3892035,1784,https://www.zameen.com/Property/bahria_town_bahria_town_sector_c_best_quality_10_marla_brand_new_house_for_sale_in_bahria_town_lahore-3892035-1784-1.html,House,17600000,High,Bahria Town,Lahore,Punjab,"Bahria Town, Lahore, Punjab",31.374195,74.191482,6,10 Marla,10,2722.51,For Sale,5,5/3/2019,2019,5,3,,
3892037,1784,https://www.zameen.com/Property/bahria_town_bahria_town_sector_c_fine_quality_11_marla_brand_new_house_for_sale_in_bahria_town_lahore_in_sector_c-3892037-1784-1.html,House,17500000,High,Bahria Town,Lahore,Punjab,"Bahria Town, Lahore, Punjab",31.374195,74.191482,6,10 Marla,10,2722.51,For Sale,5,5/3/2019,2019,5,3,,
3931877,10542,https://www.zameen.com/Property/askari_10_askari_10_sector_f_17_marla_brand_new_brigadier_house_for_sale-3931877-10542-1.html,House,35000000,Very High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.533849,74.409633,5,17 Marla,17,4628.27,For Sale,4,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
3931998,9433,https://www.zameen.com/Property/askari_10_askari_10_sector_b_10_marla_grid_design_house_available_for_sale-3931998-9433-1.html,House,22000000,High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.537458,74.413323,5,10 Marla,10,2722.51,For Sale,4,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
3932053,9435,https://www.zameen.com/Property/askari_10_askari_10_sector_d_10_marla_haider_with_basement_for_sale-3932053-9435-1.html,House,23500000,High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.533161,74.419481,6,10 Marla,10,2722.51,For Sale,5,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
3932098,9435,https://www.zameen.com/Property/askari_10_askari_10_sector_d_1_kanal_khalid_design_house_available_for_sale-3932098-9435-1.html,House,41500000,Very High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.533161,74.419481,6,1 Kanal,20,5445.02,For Sale,5,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
3932130,9435,https://www.zameen.com/Property/askari_10_askari_10_sector_d_10_marla_integrated_design_house_is_available_for_sale-3932130-9435-1.html,House,23000000,High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.533161,74.419481,5,10 Marla,10,2722.51,For Sale,4,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
3932163,9434,https://www.zameen.com/Property/askari_10_askari_10_sector_c_10_marla_haider_with_basement_designed_house_available_for_sale-3932163-9434-1.html,House,23000000,High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.53327,74.41358,5,10 Marla,10,2722.51,For Sale,4,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
3932175,9436,https://www.zameen.com/Property/askari_10_askari_10_sector_e_10_marla_rdi_design_house_is_available_for_sale-3932175-9436-1.html,House,20500000,High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.536068,74.408666,4,10 Marla,10,2722.51,For Sale,3,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
3932182,9436,https://www.zameen.com/Property/askari_10_askari_10_sector_e_10_marla_main_boulevard_rdi_design_house_is_available_for_sale-3932182-9436-1.html,House,21000000,High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.536068,74.408666,4,10 Marla,10,2722.51,For Sale,3,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
3965775,1242,https://www.zameen.com/Property/lahore_architects_engineers_housing_society_brand_new_house_for_sale-3965775-1242-1.html,House,19200000,High,Architects Engineers Housing Society,Lahore,Punjab,"Architects Engineers Housing Society, Lahore, Punjab",31.443749,74.259152,7,10 Marla,10,2722.51,For Sale,5,2/3/2019,2019,2,3,Jinnah Associates,Shafiq Malik
3977801,4116,https://www.zameen.com/Property/paragon_city_paragon_city_executive_block_hot_deal_4_marla_house_for_sale-3977801-4116-1.html,House,7700000,Low,Paragon City,Lahore,Punjab,"Paragon City, Lahore, Punjab",31.533372,74.451342,4,4 Marla,4,1089,For Sale,3,6/12/2019,2019,6,12,Valo Marketing,Nabeel Khalid Muhammad Bin Shahid
3991627,8172,https://www.zameen.com/Property/dha_defence_defence_raya_10_marla_defence_raya_villa_for_sale-3991627-8172-1.html,House,21500000,High,DHA Defence,Lahore,Punjab,"DHA Defence, Lahore, Punjab",31.469155,74.470553,5,10 Marla,10,2722.51,For Sale,4,6/25/2019,2019,6,25,Vital Estate,Shahbaz Mughal
3998897,1796,https://www.zameen.com/Property/bahria_town_bahria_town_sector_d_5_marla_brand_new_house_for_sale_in_bahria_town_lahore_in_sector_d-3998897-1796-1.html,House,11800000,Medium,Bahria Town,Lahore,Punjab,"Bahria Town, Lahore, Punjab",31.374414,74.177749,4,5 Marla,5,1361.25,For Sale,3,5/3/2019,2019,5,3,,
4015309,8172,https://www.zameen.com/Property/dha_defence_defence_raya_14_marla_house_for_sale_in_dha_raya-4015309-8172-1.html,House,26500000,High,DHA Defence,Lahore,Punjab,"DHA Defence, Lahore, Punjab",31.469155,74.470553,5,14 Marla,14,3811.51,For Sale,4,6/25/2019,2019,6,25,Vital Estate,Shahbaz Mughal
4016954,8172,https://www.zameen.com/Property/dha_defence_defence_raya_2_kanal_house_for_sale_at_facing_golf_park_dha_raya-4016954-8172-1.html,House,70000000,Very High,DHA Defence,Lahore,Punjab,"DHA Defence, Lahore, Punjab",31.469155,74.470553,7,2 Kanal,40,10890.04,For Sale,6,6/18/2019,2019,6,18,Vital Estate,Shahbaz Mughal
4017113,8172,https://www.zameen.com/Property/dha_defence_defence_raya_1_kanal_house_for_sale_at_facing_golf_park_dha_raya-4017113-8172-1.html,House,49500000,Very High,DHA Defence,Lahore,Punjab,"DHA Defence, Lahore, Punjab",31.469155,74.470553,6,1 Kanal,20,5445.02,For Sale,5,6/25/2019,2019,6,25,Vital Estate,Shahbaz Mughal
4034402,377,https://www.zameen.com/Property/lahore_samanabad_house_in_samanabad_for_sale-4034402-377-1.html,House,12500000,Medium,Samanabad,Lahore,Punjab,"Samanabad, Lahore, Punjab",31.539206,74.305515,3,5.5 Marla,5.5,1497.38,For Sale,2,4/3/2019,2019,4,3,,
4100382,10542,https://www.zameen.com/Property/askari_10_askari_10_sector_f_17_marla_corner_brand_new_brig_house_available_for_sale-4100382-10542-1.html,House,36000000,Very High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.533849,74.409633,5,17 Marla,17,4628.27,For Sale,4,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
4107715,1448,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_brand_new_beautiful_bungalow_for_sale-4107715-1448-1.html,House,36000000,Very High,DHA Defence,Lahore,Punjab,"DHA Defence, Lahore, Punjab",31.471571,74.445906,6,1 Kanal,20,5445.02,For Sale,5,6/25/2019,2019,6,25,Vital Estate,Shahbaz Mughal
4111694,1598,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_block_a_1_kanal_beautiful_bungalow_house_for_sale-4111694-1598-1.html,House,51000000,Very High,DHA Defence,Lahore,Punjab,"DHA Defence, Lahore, Punjab",31.466227,74.427137,6,1 Kanal,20,5445.02,For Sale,5,6/25/2019,2019,6,25,Vital Estate,Shahbaz Mughal
4153988,1789,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_tulip_block_10_marla_brand_new_house_in_sector_c_bahria_town_lahore-4153988-1789-1.html,House,20000000,High,Bahria Town,Lahore,Punjab,"Bahria Town, Lahore, Punjab",31.37108,74.190316,7,10 Marla,10,2722.51,For Sale,5,11/5/2018,2018,11,5,The Property Lounge,Najam Ul Saqib
4159826,3527,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_pak_block_2_marla_house_is_available_for_sale-4159826-3527-1.html,House,6000000,Low,Allama Iqbal Town,Lahore,Punjab,"Allama Iqbal Town, Lahore, Punjab",31.518337,74.297862,2,2 Marla,2,544.5,For Sale,3,2/3/2019,2019,2,3,,
4170552,3527,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_pak_block_2_marla_double_storey_house_for_sale-4170552-3527-1.html,House,5500000,Low,Allama Iqbal Town,Lahore,Punjab,"Allama Iqbal Town, Lahore, Punjab",31.518337,74.297862,2,2 Marla,2,544.5,For Sale,3,4/4/2019,2019,4,4,,
4249571,3847,https://www.zameen.com/Property/gulberg_gulberg_4_exclusive_location_house_for_sale-4249571-3847-1.html,House,65000000,Very High,Gulberg,Lahore,Punjab,"Gulberg, Lahore, Punjab",31.526751,74.337072,0,1.1 Kanal,22,5989.52,For Sale,0,4/3/2019,2019,4,3,Punjaab Estates,Irfan Rehman Khan
4304977,1446,https://www.zameen.com/Property/dha_defence_dha_phase_4_house_for_sale_in_dha_phase_4-4304977-1446-1.html,House,35000000,Very High,DHA Defence,Lahore,Punjab,"DHA Defence, Lahore, Punjab",31.465422,74.385309,6,1 Kanal,20,5445.02,For Sale,5,6/26/2019,2019,6,26,Vital Estate,Shahbaz Mughal
4307496,1784,https://www.zameen.com/Property/bahria_town_bahria_town_sector_c_vip_class_10_marla_brand_new_house_for_sale_in_bahria_town_lahore_in_sector_c-4307496-1784-1.html,House,17500000,High,Bahria Town,Lahore,Punjab,"Bahria Town, Lahore, Punjab",31.374195,74.191482,6,10 Marla,10,2722.51,For Sale,5,5/3/2019,2019,5,3,,
4339824,1610,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_block_a_1_kanal_out_standing_bungalow_for_sale-4339824-1610-1.html,House,52500000,Very High,DHA Defence,Lahore,Punjab,"DHA Defence, Lahore, Punjab",31.466227,74.440012,6,1 Kanal,20,5445.02,For Sale,5,6/25/2019,2019,6,25,Vital Estate,Shahbaz Mughal
4352352,3824,https://www.zameen.com/Property/gulberg_gulberg_3_12_marla_house_for_sale_near_to_jail_road__gulberg_lahore-4352352-3824-1.html,House,35000000,Very High,Gulberg,Lahore,Punjab,"Gulberg, Lahore, Punjab",31.505678,74.348202,8,12 Marla,12,3267.01,For Sale,5,5/3/2019,2019,5,3,Hamza Real Estate,Imran Shahad
4375535,9433,https://www.zameen.com/Property/askari_10_askari_10_sector_b_10_marla_grid_design_house_for_sale-4375535-9433-1.html,House,22500000,High,Askari,Lahore,Punjab,"Askari, Lahore, Punjab",31.537458,74.413323,5,10 Marla,10,2722.51,For Sale,5,6/18/2019,2019,6,18,Forces Properties,Khalid Saeed Khan
